Page,date,value
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-09-07,625
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-09-08,567
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-09-09,532
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-09-10,532
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-09-11,550
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-09-12,455
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-09-13,454
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-09-14,482
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-09-15,451
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-09-16,440
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-09-17,363
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-09-18,432
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-09-19,488
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-09-20,390
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-09-21,393
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-09-22,441
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-09-23,420
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-09-24,437
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-09-25,463
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-09-26,391
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-09-27,376
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-09-28,358
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-09-29,330
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-09-30,1462
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-10-01,725
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-10-02,655
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-10-03,391
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-10-04,440
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-10-05,432
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-10-06,397
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-10-07,350
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-10-08,439
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-10-09,420
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-10-10,428
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-10-11,2732
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-10-12,2223
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-10-13,627
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-10-14,415
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-10-15,4147
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-10-16,941
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-10-17,606
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-10-18,467
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-10-19,746
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-10-20,1571
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-10-21,1003
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-10-22,684
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-10-23,771
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-10-24,1075
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-10-25,601
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-10-26,520
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-10-27,406
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-10-28,400
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-10-29,460
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-10-30,464
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-10-31,398
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-11-01,396
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-11-02,323
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-11-03,3434
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-11-04,665
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-11-05,624
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-11-06,665
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-11-07,409
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-11-08,349
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-11-09,397
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-11-10,364
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-11-11,348
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-11-12,483
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-11-13,477
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-11-14,475
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-11-15,350
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-11-16,423
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-11-17,494
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-11-18,397
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-11-19,1250
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-11-20,571
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-11-21,426
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-11-22,486
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-11-23,509
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-11-24,311
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-11-25,266
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-11-26,418
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-11-27,515
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-11-28,256
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-11-29,273
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-11-30,1852
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-12-01,1381
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-12-02,690
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-12-03,599
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-12-04,431
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-12-05,377
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-12-06,346
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-12-07,335
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-12-08,331
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-12-09,283
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-12-10,304
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-12-11,315
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-12-12,310
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-12-13,336
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-12-14,308
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-12-15,242
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-12-16,264
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-12-17,279
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-12-18,353
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-12-19,502
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-12-20,361
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-12-21,265
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-12-22,268
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-12-23,406
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-12-24,398
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-12-25,334
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-12-26,248
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-12-27,211
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-12-28,209
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-12-29,260
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-12-30,242
DaiGo_ja.wikipedia.org_mobile-web_all-agents,2016-12-31,221
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-07-01,7327
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-07-02,8453
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-07-03,7674
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-07-04,7145
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-07-05,7645
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-07-06,8084
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-07-07,7972
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-07-08,9513
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-07-09,11552
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-07-10,8628
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-07-11,8670
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-07-12,8001
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-07-13,7914
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-07-14,7791
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-07-15,6997
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-07-16,8725
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-07-17,7646
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-07-18,7279
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-07-19,7926
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-07-20,7903
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-07-21,7589
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-07-22,6784
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-07-23,7876
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-07-24,7930
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-07-25,6607
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-07-26,7503
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-07-27,7813
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-07-28,7625
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-07-29,7515
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-07-30,8707
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-07-31,7144
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-08-01,6664
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-08-02,7187
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-08-03,5999
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-08-04,7719
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-08-05,7948
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-08-06,9722
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-08-07,7076
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-08-08,6650
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-08-09,7647
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-08-10,7931
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-08-11,9420
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-08-12,8782
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-08-13,8875
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-08-14,8803
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-08-15,8084
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-08-16,9189
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-08-17,9028
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-08-18,8291
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-08-19,7529
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-08-20,13910
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-08-21,7985
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-08-22,6510
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-08-23,7586
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-08-24,7615
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-08-25,7711
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-08-26,7301
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-08-27,8768
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-08-28,7543
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-08-29,6838
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-08-30,7428
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-08-31,7972
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-09-01,7081
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-09-02,6865
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-09-03,8755
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-09-04,7399
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-09-05,7790
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-09-06,7747
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-09-07,7640
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-09-08,7205
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-09-09,6820
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-09-10,8297
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-09-11,6865
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-09-12,6507
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-09-13,7671
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-09-14,6661
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-09-15,6377
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-09-16,6251
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-09-17,8168
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-09-18,6666
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-09-19,6339
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-09-20,7130
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-09-21,6471
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-09-22,6553
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-09-23,6387
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-09-24,8213
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-09-25,6845
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-09-26,6371
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-09-27,6925
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-09-28,6712
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-09-29,6714
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-09-30,6301
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-10-01,6958
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-10-02,6182
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-10-03,6136
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-10-04,6195
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-10-05,6627
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-10-06,6107
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-10-07,7316
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-10-08,7473
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-10-09,6718
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-10-10,7187
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-10-11,7733
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-10-12,7404
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-10-13,7533
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-10-14,7269
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-10-15,8236
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-10-16,6098
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-10-17,7590
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-10-18,7275
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-10-19,7233
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-10-20,7320
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-10-21,6941
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-10-22,6790
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-10-23,6077
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-10-24,6612
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-10-25,7403
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-10-26,7617
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-10-27,7272
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-10-28,6785
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-10-29,6699
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-10-30,6427
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-10-31,6698
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-11-01,7744
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-11-02,7371
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-11-03,7596
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-11-04,7812
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-11-05,7635
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-11-06,7257
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-11-07,8045
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-11-08,11427
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-11-09,8934
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-11-10,7995
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-11-11,7205
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-11-12,6928
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-11-13,6176
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-11-14,6307
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-11-15,7081
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-11-16,6887
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-11-17,6675
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-11-18,6660
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-11-19,7046
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-11-20,6388
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-11-21,12318
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-11-22,9329
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-11-23,7729
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-11-24,7135
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-11-25,6804
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-11-26,6721
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-11-27,6430
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-11-28,6916
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-11-29,8070
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-11-30,7256
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-12-01,8813
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-12-02,6942
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-12-03,6714
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-12-04,6289
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-12-05,9939
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-12-06,9158
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-12-07,8012
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-12-08,7865
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-12-09,7213
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-12-10,6903
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-12-11,6163
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-12-12,14224
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-12-13,10639
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-12-14,8900
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-12-15,7734
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-12-16,6666
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-12-17,6892
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-12-18,5964
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-12-19,7873
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-12-20,6829
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-12-21,6784
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-12-22,7297
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-12-23,7490
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-12-24,7721
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-12-25,6198
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-12-26,6823
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-12-27,6693
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-12-28,6587
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-12-29,8723
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-12-30,8419
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2015-12-31,8027
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-01-01,8200
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-01-02,11943
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-01-03,9593
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-01-04,8483
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-01-05,10294
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-01-06,9663
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-01-07,8201
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-01-08,7549
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-01-09,22626
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-01-10,11459
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-01-11,8287
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-01-12,9679
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-01-13,8400
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-01-14,7837
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-01-15,11422
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-01-16,16054
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-01-17,11271
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-01-18,9405
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-01-19,11815
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-01-20,9655
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-01-21,8755
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-01-22,8455
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-01-23,11334
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-01-24,9639
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-01-25,8386
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-01-26,8094
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-01-27,9285
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-01-28,9510
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-01-29,8445
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-01-30,10405
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-01-31,9820
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-02-01,10714
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-02-02,9320
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-02-03,8825
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-02-04,10316
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-02-05,8516
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-02-06,8606
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-02-07,9312
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-02-08,7279
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-02-09,7709
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-02-10,8302
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-02-11,8526
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-02-12,7388
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-02-13,7159
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-02-14,7913
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-02-15,8120
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-02-16,7437
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-02-17,7456
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-02-18,8029
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-02-19,7752
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-02-20,7558
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-02-21,7653
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-02-22,7095
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-02-23,6590
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-02-24,6799
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-02-25,10539
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-02-26,11040
Gordon_Ramsay_en.wikipedia.org_all-access_all-agents,2016-02-27,8933
